timestamp,ee_x,ee_y,ee_z,pose_6d_0,pose_6d_1,pose_6d_2,pose_6d_3,pose_6d_4,pose_6d_5,gripper,obj_x,obj_y,obj_z
1772596554.7218356,0.3036292349780794,-0.17108559951069832,0.5019800908023078,0.9366976823215223,-0.28540006139921625,0.2028404715208777,-0.24603501088840896,-0.948685642607701,-0.1986512645999359,3,0.48072949605208243,-0.04797794031182588,0.1094363041528675
1772596554.7658536,0.30363225421793866,-0.17107991714141457,0.5019586307938242,0.9367134351229304,-0.28538653444119516,0.20278675109544142,-0.2460291987369427,-0.948687279494285,-0.19865064584488684,3,0.48072949605208243,-0.04797794031182588,0.1094363041528675
1772596554.8098953,0.3036344593288931,-0.17108543575307558,0.5019672358465905,0.9367098611365636,-0.2853840351759301,0.20280677630745925,-0.2460243230109332,-0.9486889759740791,-0.19864858255790752,3,0.48072949605208243,-0.04797794031182588,0.1094363041528675
1772596554.8100326,0.3036344593288931,-0.17108543575307558,0.5019672358465905,0.9367098611365636,-0.2853840351759301,0.20280677630745925,-0.2460243230109332,-0.9486889759740791,-0.19864858255790752,3,0.48072949605208243,-0.04797794031182588,0.1094363041528675
1772596554.8539815,0.3036319131784817,-0.17108310544197508,0.5019757898664541,0.9367059313733872,-0.28538101905303603,0.2028291697319841,-0.24601855143903084,-0.9486908790392656,-0.19864664199413573,3,0.48072949605208243,-0.04797794031182588,0.1094363041528675
1772596554.8684163,0.3036321511603732,-0.1710815514471208,0.5019656422846647,0.9367116225848406,-0.28538083976131834,0.20280313708520264,-0.2460219723184545,-0.9486898774615968,-0.19864718859938105,3,0.48072949605208243,-0.04797794031182588,0.1094363041528675
1772596554.9098573,0.30363359230708725,-0.1710830598959933,0.5019704050219191,0.9367073908026738,-0.28538659720792675,0.20281458071284567,-0.24602562335219288,-0.9486885002164579,-0.19864924417478338,3,0.48072949605208243,-0.04797794031182588,0.1094363041528675
1772596554.9538589,0.3036360829171668,-0.17107691042741613,0.5019752090266931,0.936711349995116,-0.28536641333085044,0.20282469507684056,-0.24600629486166814,-0.9486955825855069,-0.19863935781002615,3,0.48072949605208243,-0.04797794031182588,0.1094363041528675
1772596554.9978642,0.30363302208996257,-0.1710837724653773,0.5019764634788366,0.9367061025044754,-0.2853824814288847,0.20282632182329846,-0.24602051558040497,-0.9486904288682207,-0.1986463593610109,3,0.48072949605208243,-0.04797794031182588,0.1094363041528675
1772596555.041904,0.30363150985067644,-0.1710875454052174,0.5019730697438689,0.9367042506261367,-0.28539037896753183,0.20282376204896835,-0.2460272832463761,-0.948687384961828,-0.19865251448873228,3,0.48072949605208243,-0.04797794031182588,0.1094363041528675
